Date,Close/Last,Volume,Open,High,Low
01/27/2025,$971.89,4634204,$971.10,$982.27,$960.26
01/24/2025,$977.59,4550397,$984.41,$986.28,$967.68
01/23/2025,$984.86,7752137,$957.81,$985.00,$953.90
01/22/2025,$953.99,14273210,$998.025,$999.00,$950.76
01/21/2025,$869.68,9851351,$863.53,$916.40,$854.745
01/17/2025,$858.10,3617565,$859.79,$865.00,$852.13
01/16/2025,$842.37,4028537,$860.96,$868.98,$842.02
01/15/2025,$848.26,3181383,$836.44,$850.84,$830.41
01/14/2025,$828.40,3037650,$843.20,$844.8925,$823.519
01/13/2025,$840.29,3024517,$831.525,$847.07,$829.14
01/10/2025,$837.69,4803312,$866.40,$866.41,$834.40
01/08/2025,$875.00,2347949,$880.00,$886.215,$873.00
01/07/2025,$879.19,2649823,$879.38,$888.00,$869.11
01/06/2025,$881.79,3457656,$888.76,$892.83,$871.69
01/03/2025,$881.05,2970019,$893.13,$898.83,$879.8901
01/02/2025,$886.73,2315685,$895.50,$898.58,$877.00
12/31/2024,$891.32,1875897,$901.80,$902.68,$889.47
12/30/2024,$900.43,2202970,$894.51,$908.2299,$889.71
12/27/2024,$907.55,3226158,$916.01,$918.13,$894.50
12/26/2024,$924.14,2342418,$928.40,$930.49,$915.30
12/24/2024,$932.12,2320293,$915.00,$935.85,$911.70
12/23/2024,$911.45,2339375,$913.42,$915.00,$899.1001
12/20/2024,$909.05,4530519,$893.21,$919.9238,$890.4872
12/19/2024,$902.04,2815512,$908.18,$912.6215,$899.00
12/18/2024,$889.55,2938194,$919.13,$922.44,$886.56
12/17/2024,$919.13,2459456,$921.54,$928.45,$916.42
12/16/2024,$921.08,2674892,$923.94,$928.94,$919.50
12/13/2024,$918.87,2485829,$916.81,$925.55,$909.61
12/12/2024,$925.55,2486197,$933.35,$934.0886,$922.60
12/11/2024,$936.56,3501691,$924.71,$941.75,$923.08
12/10/2024,$913.35,2388575,$913.76,$922.88,$909.58
12/09/2024,$913.69,3350082,$928.00,$930.2999,$902.59
12/06/2024,$934.74,2955383,$915.23,$935.27,$912.71
12/05/2024,$917.87,2835307,$917.85,$927.00,$911.1075
12/04/2024,$911.06,2689629,$898.05,$915.9699,$898.05
12/03/2024,$902.17,2401634,$894.36,$902.69,$888.025
12/02/2024,$897.74,2388966,$887.51,$902.34,$884.12
11/29/2024,$886.81,2027237,$882.17,$892.41,$876.68
11/27/2024,$877.34,2578222,$872.06,$880.95,$858.91
11/26/2024,$872.60,3138259,$867.49,$886.36,$867.2501
11/25/2024,$865.59,6014203,$902.05,$902.05,$864.22
11/22/2024,$897.79,3214020,$896.00,$906.00,$893.00
11/21/2024,$897.48,4511263,$883.93,$908.00,$877.24
11/20/2024,$883.85,4093843,$879.98,$890.60,$868.40
11/19/2024,$871.32,3814227,$839.75,$874.49,$839.16
11/18/2024,$847.05,4084081,$815.50,$848.45,$809.3301
11/15/2024,$823.96,3673720,$832.04,$832.04,$816.49
11/14/2024,$837.26,3038231,$833.67,$840.9997,$830.02
11/13/2024,$830.47,2767772,$822.615,$836.9899,$820.5368
11/12/2024,$819.50,2814064,$807.50,$820.3697,$803.75
11/11/2024,$805.44,2399150,$795.90,$806.823,$795.565
11/08/2024,$795.04,1910626,$797.36,$799.06,$788.65
11/07/2024,$796.54,3295074,$781.37,$798.22,$779.94
