Date,Close/Last,Volume,Open,High,Low
01/27/2025,$438.60,5086254,$430.23,$445.4499,$430.12
01/24/2025,$435.38,2631804,$437.28,$441.8799,$434.73
01/23/2025,$437.28,2716742,$435.88,$437.73,$432.49
01/22/2025,$437.32,3391642,$438.00,$439.73,$433.43
01/21/2025,$436.36,3833294,$433.26,$439.98,$431.50
01/17/2025,$429.99,4012745,$434.345,$435.99,$425.70
01/16/2025,$426.93,4185552,$418.21,$428.89,$418.00
01/15/2025,$417.28,4345781,$421.70,$423.97,$415.66
01/14/2025,$412.71,3577116,$407.25,$412.75,$405.0701
01/13/2025,$408.50,4558780,$404.27,$409.96,$403.75
01/10/2025,$405.92,5564262,$410.00,$413.10,$405.32
01/08/2025,$419.58,3508786,$417.34,$422.66,$415.51
01/07/2025,$422.63,4181405,$431.37,$435.18,$420.51
01/06/2025,$431.18,3994400,$431.88,$436.4082,$427.79
01/03/2025,$430.57,5619372,$429.445,$433.2982,$425.32
01/02/2025,$441.00,2507887,$447.76,$450.12,$440.56
12/31/2024,$444.68,2285132,$446.35,$448.4999,$442.81
12/30/2024,$445.80,3473172,$442.94,$447.60,$438.57
12/27/2024,$446.48,2947179,$446.88,$449.91,$441.105
12/26/2024,$450.16,2134310,$445.85,$452.34,$444.68
12/24/2024,$447.94,1685003,$446.50,$448.8653,$442.5701
12/23/2024,$446.74,3781194,$447.00,$451.4299,$443.4201
12/20/2024,$447.17,8220033,$433.015,$451.42,$432.47
12/19/2024,$437.39,6479517,$443.41,$449.00,$437.11
12/18/2024,$441.31,6511105,$453.24,$455.25,$441.10
12/17/2024,$455.23,7514489,$460.59,$465.856,$452.48
12/16/2024,$461.53,5807021,$467.19,$473.62,$461.20
12/13/2024,$465.69,11395510,$473.98,$474.91,$456.80
12/12/2024,$474.63,17344860,$487.50,$494.00,$470.9001
12/11/2024,$549.93,6690565,$547.05,$552.30,$541.74
12/10/2024,$547.05,2762875,$547.35,$552.83,$544.22
12/09/2024,$547.93,3588653,$556.10,$557.8999,$546.1101
12/06/2024,$552.96,2964064,$544.15,$554.37,$542.90
12/05/2024,$538.22,2629119,$534.42,$540.11,$529.79
12/04/2024,$536.49,3307041,$523.02,$541.77,$521.005
12/03/2024,$516.26,2119254,$511.04,$516.78,$504.505
12/02/2024,$516.20,2007213,$512.85,$518.77,$511.53
11/29/2024,$515.93,1450247,$517.65,$517.65,$513.58
11/27/2024,$513.68,2324217,$523.21,$525.88,$508.7161
11/26/2024,$525.30,2415735,$519.95,$525.76,$516.3601
11/25/2024,$518.73,3319992,$519.09,$523.2099,$513.1935
11/22/2024,$512.15,2287614,$502.50,$513.37,$502.50
11/21/2024,$504.44,2002094,$502.10,$508.57,$493.10
11/20/2024,$499.50,1874910,$505.41,$506.36,$494.61
11/19/2024,$499.61,1961731,$496.00,$502.41,$495.46
11/18/2024,$499.51,2259651,$505.00,$505.51,$497.69
11/15/2024,$503.37,4612417,$520.30,$524.4999,$498.81
11/14/2024,$529.87,3098800,$530.55,$534.6399,$523.46
11/13/2024,$532.50,3470174,$523.79,$539.92,$520.59
11/12/2024,$526.42,4125288,$504.39,$528.91,$504.27
11/11/2024,$504.48,3536599,$493.60,$507.72,$493.60
11/08/2024,$494.68,2856859,$503.83,$505.00,$493.69
11/07/2024,$500.92,2640295,$510.655,$510.655,$495.30
11/06/2024,$504.83,2969855,$492.93,$506.21,$492.93
11/05/2024,$486.42,1588149,$483.09,$486.659,$480.47
11/04/2024,$481.35,1955249,$479.03,$483.76,$477.37
11/01/2024,$482.80,2852008,$475.41,$485.16,$475.05
10/31/2024,$478.08,2978688,$486.00,$486.05,$477.38
10/30/2024,$486.68,2728573,$482.24,$492.20,$482.24
